img_path,country,continent
geoguessr_data/compressed_dataset/Israel/canvas_1629684208.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/United States/canvas_1629587911.jpg,United States,NA
geoguessr_data/compressed_dataset/New Zealand/canvas_1630029130.jpg,New Zealand,OC
geoguessr_data/compressed_dataset/United States/canvas_1630031051.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629837245.jpg,United States,NA
geoguessr_data/compressed_dataset/Japan/canvas_1629614291.jpg,Japan,AS
geoguessr_data/compressed_dataset/Finland/canvas_1629916742.jpg,Finland,EU
geoguessr_data/compressed_dataset/Japan/canvas_1630281713.jpg,Japan,AS
geoguessr_data/compressed_dataset/France/canvas_1629831480.jpg,France,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629702905.jpg,Japan,AS
geoguessr_data/compressed_dataset/Brazil/canvas_1630217834.jpg,Brazil,SA
geoguessr_data/compressed_dataset/Japan/canvas_1629758410.jpg,Japan,AS
geoguessr_data/compressed_dataset/Japan/canvas_1629849976.jpg,Japan,AS
geoguessr_data/compressed_dataset/Italy/canvas_1629538738.jpg,Italy,EU
geoguessr_data/compressed_dataset/France/canvas_1629970192.jpg,France,EU
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629832434.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Indonesia/canvas_1629619828.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Croatia/canvas_1629414726.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Palestine/canvas_1630279324.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Finland/canvas_1629328310.jpg,Finland,EU
geoguessr_data/compressed_dataset/United States/canvas_1630056364.jpg,United States,NA
geoguessr_data/compressed_dataset/Australia/canvas_1629901392.jpg,Australia,OC
geoguessr_data/compressed_dataset/United States/canvas_1629477670.jpg,United States,NA
geoguessr_data/compressed_dataset/Germany/canvas_1630090109.jpg,Germany,EU
geoguessr_data/compressed_dataset/France/canvas_1630013498.jpg,France,EU
geoguessr_data/compressed_dataset/France/canvas_1629699136.jpg,France,EU
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629973987.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/United Kingdom/canvas_1630274596.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Spain/canvas_1629532790.jpg,Spain,EU
geoguessr_data/compressed_dataset/Singapore/canvas_1630222601.jpg,Singapore,AS
geoguessr_data/compressed_dataset/Brazil/canvas_1629550160.jpg,Brazil,SA
geoguessr_data/compressed_dataset/United States/canvas_1630285343.jpg,United States,NA
geoguessr_data/compressed_dataset/Brazil/canvas_1629402616.jpg,Brazil,SA
geoguessr_data/compressed_dataset/United Kingdom/canvas_1630076963.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/United States/canvas_1630275048.jpg,United States,NA
geoguessr_data/compressed_dataset/Japan/canvas_1629974365.jpg,Japan,AS
geoguessr_data/compressed_dataset/Botswana/canvas_1629588192.jpg,Other countries in AF,AF
geoguessr_data/compressed_dataset/United States/canvas_1629310734.jpg,United States,NA
geoguessr_data/compressed_dataset/Brazil/canvas_1629515446.jpg,Brazil,SA
geoguessr_data/compressed_dataset/South Africa/canvas_1629925332.jpg,South Africa,AF
geoguessr_data/compressed_dataset/United States/canvas_1629395666.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1630253625.jpg,United States,NA
geoguessr_data/compressed_dataset/Malaysia/canvas_1630049968.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/France/canvas_1629323499.jpg,France,EU
geoguessr_data/compressed_dataset/Chile/canvas_1629512412.jpg,Other countries in SA,SA
geoguessr_data/compressed_dataset/Russia/canvas_1629712382.jpg,Russia,EU
geoguessr_data/compressed_dataset/United States/canvas_1629721105.jpg,United States,NA
geoguessr_data/compressed_dataset/Japan/canvas_1629315182.jpg,Japan,AS
geoguessr_data/compressed_dataset/Italy/canvas_1629856524.jpg,Italy,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629513759.jpg,Japan,AS
geoguessr_data/compressed_dataset/United States/canvas_1629942354.jpg,United States,NA
geoguessr_data/compressed_dataset/Mongolia/canvas_1629390924.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Lithuania/canvas_1629532944.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/United States/canvas_1630100678.jpg,United States,NA
geoguessr_data/compressed_dataset/Romania/canvas_1630029650.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/United States/canvas_1630020477.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1630119752.jpg,United States,NA
geoguessr_data/compressed_dataset/Romania/canvas_1630050704.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Russia/canvas_1629707372.jpg,Russia,EU
geoguessr_data/compressed_dataset/United States/canvas_1629258456.jpg,United States,NA
geoguessr_data/compressed_dataset/Thailand/canvas_1630271808.jpg,Thailand,AS
geoguessr_data/compressed_dataset/United States/canvas_1630084202.jpg,United States,NA
geoguessr_data/compressed_dataset/Germany/canvas_1629789165.jpg,Germany,EU
geoguessr_data/compressed_dataset/South Africa/canvas_1629752089.jpg,South Africa,AF
geoguessr_data/compressed_dataset/New Zealand/canvas_1629785059.jpg,New Zealand,OC
geoguessr_data/compressed_dataset/United States/canvas_1629874674.jpg,United States,NA
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629260280.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/United States/canvas_1629679803.jpg,United States,NA
geoguessr_data/compressed_dataset/Canada/canvas_1629527888.jpg,Canada,NA
geoguessr_data/compressed_dataset/Germany/canvas_1629970590.jpg,Germany,EU
geoguessr_data/compressed_dataset/Norway/canvas_1629259823.jpg,Norway,EU
geoguessr_data/compressed_dataset/Germany/canvas_1629823143.jpg,Germany,EU
geoguessr_data/compressed_dataset/Canada/canvas_1629786894.jpg,Canada,NA
geoguessr_data/compressed_dataset/Brazil/canvas_1629573303.jpg,Brazil,SA
geoguessr_data/compressed_dataset/Finland/canvas_1630270793.jpg,Finland,EU
geoguessr_data/compressed_dataset/Portugal/canvas_1629720793.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/France/canvas_1630061026.jpg,France,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629425841.jpg,Japan,AS
geoguessr_data/compressed_dataset/Finland/canvas_1630143679.jpg,Finland,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629691965.jpg,Japan,AS
geoguessr_data/compressed_dataset/United States/canvas_1630041063.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629578579.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629398084.jpg,United States,NA
geoguessr_data/compressed_dataset/South Africa/canvas_1629501775.jpg,South Africa,AF
geoguessr_data/compressed_dataset/Finland/canvas_1630101273.jpg,Finland,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629687137.jpg,Japan,AS
geoguessr_data/compressed_dataset/Tunisia/canvas_1629497203.jpg,Other countries in AF,AF
geoguessr_data/compressed_dataset/United States/canvas_1629547409.jpg,United States,NA
geoguessr_data/compressed_dataset/South Africa/canvas_1629752268.jpg,South Africa,AF
geoguessr_data/compressed_dataset/United States/canvas_1629929018.jpg,United States,NA
geoguessr_data/compressed_dataset/Bangladesh/canvas_1629400716.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Ireland/canvas_1629854597.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629999888.jpg,Japan,AS
geoguessr_data/compressed_dataset/United States/canvas_1630222283.jpg,United States,NA
geoguessr_data/compressed_dataset/Australia/canvas_1629477769.jpg,Australia,OC
geoguessr_data/compressed_dataset/United States/canvas_1629968117.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629715473.jpg,United States,NA
geoguessr_data/compressed_dataset/Japan/canvas_1629391784.jpg,Japan,AS
geoguessr_data/compressed_dataset/Romania/canvas_1629308011.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Norway/canvas_1629595209.jpg,Norway,EU
geoguessr_data/compressed_dataset/United States/canvas_1629993599.jpg,United States,NA
geoguessr_data/compressed_dataset/Russia/canvas_1629442190.jpg,Russia,EU
geoguessr_data/compressed_dataset/United States/canvas_1630279160.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629993179.jpg,United States,NA
geoguessr_data/compressed_dataset/Argentina/canvas_1630110934.jpg,Argentina,SA
geoguessr_data/compressed_dataset/Brazil/canvas_1630004074.jpg,Brazil,SA
geoguessr_data/compressed_dataset/United Kingdom/canvas_1630085250.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Austria/canvas_1629833139.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Taiwan/canvas_1630008982.jpg,Taiwan,AS
geoguessr_data/compressed_dataset/France/canvas_1629859636.jpg,France,EU
geoguessr_data/compressed_dataset/Belgium/canvas_1629542154.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/United States/canvas_1629277522.jpg,United States,NA
geoguessr_data/compressed_dataset/Japan/canvas_1629999780.jpg,Japan,AS
geoguessr_data/compressed_dataset/Taiwan/canvas_1629277610.jpg,Taiwan,AS
geoguessr_data/compressed_dataset/United States/canvas_1629761287.jpg,United States,NA
geoguessr_data/compressed_dataset/Brazil/canvas_1629542381.jpg,Brazil,SA
geoguessr_data/compressed_dataset/Taiwan/canvas_1629830636.jpg,Taiwan,AS
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629783731.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Russia/canvas_1629312318.jpg,Russia,EU
geoguessr_data/compressed_dataset/Ireland/canvas_1630062760.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Chile/canvas_1629541699.jpg,Other countries in SA,SA
geoguessr_data/compressed_dataset/Brazil/canvas_1630017053.jpg,Brazil,SA
geoguessr_data/compressed_dataset/Turkey/canvas_1629908573.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/United States/canvas_1629521712.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1630081225.jpg,United States,NA
geoguessr_data/compressed_dataset/South Africa/canvas_1629871627.jpg,South Africa,AF
geoguessr_data/compressed_dataset/Italy/canvas_1629565268.jpg,Italy,EU
geoguessr_data/compressed_dataset/United States/canvas_1629545990.jpg,United States,NA
geoguessr_data/compressed_dataset/China/canvas_1629590478.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/United States/canvas_1630050436.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1630084166.jpg,United States,NA
geoguessr_data/compressed_dataset/Australia/canvas_1629905749.jpg,Australia,OC
geoguessr_data/compressed_dataset/United States/canvas_1630002326.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1630136767.jpg,United States,NA
geoguessr_data/compressed_dataset/Romania/canvas_1629866303.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/New Zealand/canvas_1629326682.jpg,New Zealand,OC
geoguessr_data/compressed_dataset/Brazil/canvas_1629719524.jpg,Brazil,SA
geoguessr_data/compressed_dataset/Japan/canvas_1629683092.jpg,Japan,AS
geoguessr_data/compressed_dataset/Russia/canvas_1629906001.jpg,Russia,EU
geoguessr_data/compressed_dataset/Ecuador/canvas_1629791443.jpg,Other countries in SA,SA
geoguessr_data/compressed_dataset/South Korea/canvas_1629449592.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/United States/canvas_1629755162.jpg,United States,NA
geoguessr_data/compressed_dataset/Malaysia/canvas_1629500606.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/South Korea/canvas_1629735490.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Japan/canvas_1630117967.jpg,Japan,AS
geoguessr_data/compressed_dataset/Romania/canvas_1629408956.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629907088.jpg,Japan,AS
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629773607.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Ireland/canvas_1629866075.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Poland/canvas_1629684221.jpg,Poland,EU
geoguessr_data/compressed_dataset/Sweden/canvas_1629935181.jpg,Sweden,EU
geoguessr_data/compressed_dataset/Thailand/canvas_1629704423.jpg,Thailand,AS
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629308883.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/United States/canvas_1629480811.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629697173.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629971941.jpg,United States,NA
geoguessr_data/compressed_dataset/Portugal/canvas_1630040713.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Russia/canvas_1629525234.jpg,Russia,EU
geoguessr_data/compressed_dataset/Mexico/canvas_1630000304.jpg,Mexico,NA
geoguessr_data/compressed_dataset/United States/canvas_1629956427.jpg,United States,NA
geoguessr_data/compressed_dataset/South Africa/canvas_1629547199.jpg,South Africa,AF
geoguessr_data/compressed_dataset/Canada/canvas_1630024669.jpg,Canada,NA
geoguessr_data/compressed_dataset/Finland/canvas_1629841972.jpg,Finland,EU
geoguessr_data/compressed_dataset/Brazil/canvas_1629826769.jpg,Brazil,SA
geoguessr_data/compressed_dataset/Australia/canvas_1629308380.jpg,Australia,OC
geoguessr_data/compressed_dataset/New Zealand/canvas_1630212343.jpg,New Zealand,OC
geoguessr_data/compressed_dataset/Brazil/canvas_1630213369.jpg,Brazil,SA
geoguessr_data/compressed_dataset/United States/canvas_1629679581.jpg,United States,NA
geoguessr_data/compressed_dataset/United Kingdom/canvas_1630046944.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Canada/canvas_1629413950.jpg,Canada,NA
geoguessr_data/compressed_dataset/Bangladesh/canvas_1630107607.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/United States/canvas_1629449628.jpg,United States,NA
geoguessr_data/compressed_dataset/Brazil/canvas_1629911245.jpg,Brazil,SA
geoguessr_data/compressed_dataset/United States/canvas_1629682890.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629502238.jpg,United States,NA
geoguessr_data/compressed_dataset/Turkey/canvas_1630087385.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/United States/canvas_1630017947.jpg,United States,NA
geoguessr_data/compressed_dataset/Turkey/canvas_1629932530.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Thailand/canvas_1629306411.jpg,Thailand,AS
geoguessr_data/compressed_dataset/Germany/canvas_1629422073.jpg,Germany,EU
geoguessr_data/compressed_dataset/United States/canvas_1629270354.jpg,United States,NA
geoguessr_data/compressed_dataset/Belgium/canvas_1629410784.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/United States/canvas_1630044652.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629694523.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1630284066.jpg,United States,NA
geoguessr_data/compressed_dataset/Israel/canvas_1629692468.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Japan/canvas_1629932851.jpg,Japan,AS
geoguessr_data/compressed_dataset/Brazil/canvas_1629498169.jpg,Brazil,SA
geoguessr_data/compressed_dataset/Brazil/canvas_1630075731.jpg,Brazil,SA
geoguessr_data/compressed_dataset/Mexico/canvas_1629928486.jpg,Mexico,NA
geoguessr_data/compressed_dataset/Singapore/canvas_1629716945.jpg,Singapore,AS
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629440988.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Bangladesh/canvas_1629718905.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Uruguay/canvas_1629686386.jpg,Other countries in SA,SA
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629687506.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/United States/canvas_1629418278.jpg,United States,NA
geoguessr_data/compressed_dataset/Thailand/canvas_1629866205.jpg,Thailand,AS
geoguessr_data/compressed_dataset/Latvia/canvas_1629907081.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Thailand/canvas_1630022570.jpg,Thailand,AS
geoguessr_data/compressed_dataset/France/canvas_1629780241.jpg,France,EU
geoguessr_data/compressed_dataset/Romania/canvas_1630270377.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Germany/canvas_1629868261.jpg,Germany,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629481690.jpg,Japan,AS
geoguessr_data/compressed_dataset/Japan/canvas_1629852197.jpg,Japan,AS
geoguessr_data/compressed_dataset/Netherlands/canvas_1629696236.jpg,Netherlands,EU
geoguessr_data/compressed_dataset/Brazil/canvas_1629522631.jpg,Brazil,SA
geoguessr_data/compressed_dataset/United States/canvas_1630223089.jpg,United States,NA
geoguessr_data/compressed_dataset/Brazil/canvas_1630000804.jpg,Brazil,SA
geoguessr_data/compressed_dataset/Chile/canvas_1630019619.jpg,Other countries in SA,SA
geoguessr_data/compressed_dataset/United States/canvas_1629781332.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629260969.jpg,United States,NA
geoguessr_data/compressed_dataset/Japan/canvas_1630084579.jpg,Japan,AS
geoguessr_data/compressed_dataset/Singapore/canvas_1629269951.jpg,Singapore,AS
geoguessr_data/compressed_dataset/Croatia/canvas_1629846172.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/United States/canvas_1629482700.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629441669.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1630139672.jpg,United States,NA
geoguessr_data/compressed_dataset/Argentina/canvas_1630083155.jpg,Argentina,SA
geoguessr_data/compressed_dataset/United States/canvas_1629780432.jpg,United States,NA
geoguessr_data/compressed_dataset/Japan/canvas_1629308386.jpg,Japan,AS
geoguessr_data/compressed_dataset/Philippines/canvas_1629418684.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Senegal/canvas_1629931771.jpg,Other countries in AF,AF
geoguessr_data/compressed_dataset/Brazil/canvas_1630095355.jpg,Brazil,SA
geoguessr_data/compressed_dataset/United States/canvas_1629620374.jpg,United States,NA
geoguessr_data/compressed_dataset/Brazil/canvas_1629404593.jpg,Brazil,SA
geoguessr_data/compressed_dataset/France/canvas_1629527721.jpg,France,EU
geoguessr_data/compressed_dataset/United States/canvas_1630213169.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629472225.jpg,United States,NA
geoguessr_data/compressed_dataset/Brazil/canvas_1630269204.jpg,Brazil,SA
geoguessr_data/compressed_dataset/Germany/canvas_1629391796.jpg,Germany,EU
geoguessr_data/compressed_dataset/Taiwan/canvas_1629430776.jpg,Taiwan,AS
geoguessr_data/compressed_dataset/Russia/canvas_1629551350.jpg,Russia,EU
geoguessr_data/compressed_dataset/United States/canvas_1629497658.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629848538.jpg,United States,NA
geoguessr_data/compressed_dataset/Canada/canvas_1630268211.jpg,Canada,NA
geoguessr_data/compressed_dataset/Thailand/canvas_1629771698.jpg,Thailand,AS
geoguessr_data/compressed_dataset/India/canvas_1629282722.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Argentina/canvas_1630121350.jpg,Argentina,SA
geoguessr_data/compressed_dataset/United States/canvas_1630089453.jpg,United States,NA
geoguessr_data/compressed_dataset/India/canvas_1629694754.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Russia/canvas_1629841587.jpg,Russia,EU
geoguessr_data/compressed_dataset/Spain/canvas_1629958629.jpg,Spain,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629768116.jpg,Japan,AS
geoguessr_data/compressed_dataset/France/canvas_1629731544.jpg,France,EU
geoguessr_data/compressed_dataset/Poland/canvas_1629719359.jpg,Poland,EU
geoguessr_data/compressed_dataset/Poland/canvas_1630265604.jpg,Poland,EU
geoguessr_data/compressed_dataset/United States/canvas_1629325374.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629764898.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1630064418.jpg,United States,NA
geoguessr_data/compressed_dataset/New Zealand/canvas_1629928969.jpg,New Zealand,OC
geoguessr_data/compressed_dataset/South Korea/canvas_1629741331.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/United States/canvas_1630039864.jpg,United States,NA
geoguessr_data/compressed_dataset/Slovenia/canvas_1629617074.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Kenya/canvas_1629707328.jpg,Other countries in AF,AF
geoguessr_data/compressed_dataset/France/canvas_1629507917.jpg,France,EU
geoguessr_data/compressed_dataset/Spain/canvas_1629935588.jpg,Spain,EU
geoguessr_data/compressed_dataset/Nigeria/canvas_1629265063.jpg,Other countries in AF,AF
geoguessr_data/compressed_dataset/Australia/canvas_1629827042.jpg,Australia,OC
geoguessr_data/compressed_dataset/United States/canvas_1629757244.jpg,United States,NA
geoguessr_data/compressed_dataset/France/canvas_1629856466.jpg,France,EU
geoguessr_data/compressed_dataset/South Africa/canvas_1629448880.jpg,South Africa,AF
geoguessr_data/compressed_dataset/France/canvas_1630030677.jpg,France,EU
geoguessr_data/compressed_dataset/Australia/canvas_1629971581.jpg,Australia,OC
geoguessr_data/compressed_dataset/Portugal/canvas_1629925005.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/United States/canvas_1629838123.jpg,United States,NA
geoguessr_data/compressed_dataset/Lesotho/canvas_1630108736.jpg,Other countries in AF,AF
geoguessr_data/compressed_dataset/United Arab Emirates/canvas_1629532778.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/United States/canvas_1629305098.jpg,United States,NA
geoguessr_data/compressed_dataset/Sri Lanka/canvas_1629973020.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Japan/canvas_1629411678.jpg,Japan,AS
geoguessr_data/compressed_dataset/China/canvas_1629391011.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Poland/canvas_1630266576.jpg,Poland,EU
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629971320.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629315566.jpg,Japan,AS
geoguessr_data/compressed_dataset/United States/canvas_1629937700.jpg,United States,NA
geoguessr_data/compressed_dataset/Japan/canvas_1630278282.jpg,Japan,AS
geoguessr_data/compressed_dataset/United Kingdom/canvas_1630078109.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/United States/canvas_1629926303.jpg,United States,NA
geoguessr_data/compressed_dataset/Argentina/canvas_1630006033.jpg,Argentina,SA
geoguessr_data/compressed_dataset/Ghana/canvas_1629423303.jpg,Other countries in AF,AF
geoguessr_data/compressed_dataset/Cambodia/canvas_1629994814.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Japan/canvas_1629542030.jpg,Japan,AS
geoguessr_data/compressed_dataset/Latvia/canvas_1629430600.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Japan/canvas_1630137473.jpg,Japan,AS
geoguessr_data/compressed_dataset/United States/canvas_1629526317.jpg,United States,NA
geoguessr_data/compressed_dataset/Singapore/canvas_1629688882.jpg,Singapore,AS
geoguessr_data/compressed_dataset/Spain/canvas_1630285392.jpg,Spain,EU
geoguessr_data/compressed_dataset/Slovenia/canvas_1629778312.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Australia/canvas_1630086575.jpg,Australia,OC
geoguessr_data/compressed_dataset/United States/canvas_1629943389.jpg,United States,NA
geoguessr_data/compressed_dataset/Croatia/canvas_1629421446.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Colombia/canvas_1630083260.jpg,Other countries in SA,SA
geoguessr_data/compressed_dataset/Estonia/canvas_1629439822.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Spain/canvas_1629839947.jpg,Spain,EU
geoguessr_data/compressed_dataset/New Zealand/canvas_1629934764.jpg,New Zealand,OC
geoguessr_data/compressed_dataset/France/canvas_1629836167.jpg,France,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629418400.jpg,Japan,AS
geoguessr_data/compressed_dataset/United States/canvas_1629279926.jpg,United States,NA
geoguessr_data/compressed_dataset/Turkey/canvas_1629403909.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Germany/canvas_1630002844.jpg,Germany,EU
geoguessr_data/compressed_dataset/United States/canvas_1629699931.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1630108244.jpg,United States,NA
geoguessr_data/compressed_dataset/Sweden/canvas_1629781899.jpg,Sweden,EU
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629483610.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629931792.jpg,Japan,AS
geoguessr_data/compressed_dataset/Argentina/canvas_1629324279.jpg,Argentina,SA
geoguessr_data/compressed_dataset/Italy/canvas_1630090157.jpg,Italy,EU
geoguessr_data/compressed_dataset/Japan/canvas_1630223182.jpg,Japan,AS
geoguessr_data/compressed_dataset/South Africa/canvas_1629444645.jpg,South Africa,AF
geoguessr_data/compressed_dataset/Japan/canvas_1629728241.jpg,Japan,AS
geoguessr_data/compressed_dataset/United States/canvas_1629314438.jpg,United States,NA
geoguessr_data/compressed_dataset/India/canvas_1629537939.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/France/canvas_1629709656.jpg,France,EU
geoguessr_data/compressed_dataset/Norway/canvas_1629428384.jpg,Norway,EU
geoguessr_data/compressed_dataset/France/canvas_1630052055.jpg,France,EU
geoguessr_data/compressed_dataset/United States/canvas_1629524391.jpg,United States,NA
geoguessr_data/compressed_dataset/Canada/canvas_1629792072.jpg,Canada,NA
geoguessr_data/compressed_dataset/Japan/canvas_1629729241.jpg,Japan,AS
geoguessr_data/compressed_dataset/Singapore/canvas_1630075737.jpg,Singapore,AS
geoguessr_data/compressed_dataset/United States/canvas_1629857324.jpg,United States,NA
geoguessr_data/compressed_dataset/Japan/canvas_1629277473.jpg,Japan,AS
geoguessr_data/compressed_dataset/Finland/canvas_1629479381.jpg,Finland,EU
geoguessr_data/compressed_dataset/Brazil/canvas_1629866243.jpg,Brazil,SA
geoguessr_data/compressed_dataset/Philippines/canvas_1629780629.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Russia/canvas_1629534688.jpg,Russia,EU
geoguessr_data/compressed_dataset/France/canvas_1629700829.jpg,France,EU
geoguessr_data/compressed_dataset/Philippines/canvas_1629933676.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Cambodia/canvas_1629927187.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/United States/canvas_1629594596.jpg,United States,NA
geoguessr_data/compressed_dataset/Russia/canvas_1630011365.jpg,Russia,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629874109.jpg,Japan,AS
geoguessr_data/compressed_dataset/Russia/canvas_1629303678.jpg,Russia,EU
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629271657.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Australia/canvas_1630109621.jpg,Australia,OC
geoguessr_data/compressed_dataset/Peru/canvas_1629420514.jpg,Other countries in SA,SA
geoguessr_data/compressed_dataset/Belgium/canvas_1630026753.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Malaysia/canvas_1630132272.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/United States/canvas_1629693876.jpg,United States,NA
geoguessr_data/compressed_dataset/Slovakia/canvas_1629592676.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/France/canvas_1630088060.jpg,France,EU
geoguessr_data/compressed_dataset/United States/canvas_1629509201.jpg,United States,NA
